claim_id,source_section,source_line,source_text,source_text_sha256,claim_class,datasets,units,estimand,evidence_paths,evidence_status,action,target_section,target_text,target_text_sha256,reason
R008-C0132,8.4 固定尺寸分箱的几何分析,303,该结果说明非线性差异不能完全由尺寸先验解释，但不构成可部署方法证据：该分数使用目标域 GT angle error 拟合，仅是 calibration upper bound。,d3e1629ae190028ad09e9bf4254576932910acf537e5a5782cd01daffaadd6e7,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,8.4 固定尺寸分箱的几何分析,该结果说明非线性差异不能完全由尺寸先验解释，但不构成可部署方法证据：该分数使用目标域 GT angle error 拟合，仅是 calibration upper bound。,d3e1629ae190028ad09e9bf4254576932910acf537e5a5782cd01daffaadd6e7,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0133,8.5 认证可行性前沿,305,### 8.5 认证可行性前沿,6d15a5e0348535a911e1fbb1651606ff62cd3f504fc02687bc8d3bb0233ab7dc,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,8.5 认证可行性前沿,### 8.5 认证可行性前沿,6d15a5e0348535a911e1fbb1651606ff62cd3f504fc02687bc8d3bb0233ab7dc,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0134,8.5 认证可行性前沿,307,表 6 汇总完整前沿。576 行包含 6 个 evaluation units、4 类分数、4 个风险端点和 6 类预算。分类并不互斥：例如某一预算可同时因过于宽松而 trivial，或在冻结覆盖网格上不可行。主几何风险的 144 行中仅 1 行获得非平凡且实用的工作点，142 行不可行。,8c4254c78f2bdef5d8c8a54bdd2e225f3b0ecaf9a1f4a2a61d2c40c9fb6a8629,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.5 认证可行性前沿,表 6 汇总完整前沿。576 行包含 6 个 evaluation units、4 类分数、4 个风险端点和 6 类预算。分类并不互斥：例如某一预算可同时因过于宽松而 trivial，或在冻结覆盖网格上不可行。主几何风险的 144 行中仅 1 行获得非平凡且实用的工作点，142 行不可行。,8c4254c78f2bdef5d8c8a54bdd2e225f3b0ecaf9a1f4a2a61d2c40c9fb6a8629,与 orientation-specific measurement 证据一致。
R008-C0135,8.5 认证可行性前沿,309,**表 6　严格风险预算下的认证可行性**,d282e990d8efb946094beb2bf8775d94a0c4b12de715d25f944735acdfd5ba46,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,8.5 认证可行性前沿,**表 6　严格风险预算下的认证可行性**,d282e990d8efb946094beb2bf8775d94a0c4b12de715d25f944735acdfd5ba46,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0136,8.5 认证可行性前沿,311,| 风险端点 | rows | 非平凡认证 | trivial | infeasible | practical |,d1e7ca7507b86c25e35ac27abbcd8010c95d0e49400063c3478266c9a366bc8b,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,8.5 认证可行性前沿,| 风险端点 | rows | 非平凡认证 | trivial | infeasible | practical |,d1e7ca7507b86c25e35ac27abbcd8010c95d0e49400063c3478266c9a366bc8b,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0137,8.5 认证可行性前沿,313,| geometry-normalized severe event | 144 | 1 | 24 | 142 | 1 |,fbd95a2c404fb58110e798d78d6c43e73a9d4bb9035b204c2bae2cde5b69f870,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.5 认证可行性前沿,| geometry-normalized severe event | 144 | 1 | 24 | 142 | 1 |,fbd95a2c404fb58110e798d78d6c43e73a9d4bb9035b204c2bae2cde5b69f870,与 orientation-specific measurement 证据一致。
R008-C0138,8.5 认证可行性前沿,314,| angle error >5° | 144 | 14 | 0 | 130 | 7 |,7e0bc9abd4745840cecaf67d88dfc663dfa6523909fd7aaed096bce5ab87f8bf,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.5 认证可行性前沿,| angle error >5° | 144 | 14 | 0 | 130 | 7 |,7e0bc9abd4745840cecaf67d88dfc663dfa6523909fd7aaed096bce5ab87f8bf,与 orientation-specific measurement 证据一致。
R008-C0139,8.5 认证可行性前沿,315,| angle error >10° | 144 | 4 | 4 | 140 | 3 |,183cfc9e94935f79e86ebc2b756582895921f2a0f0bd4b92b98a5300318b1283,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.5 认证可行性前沿,| angle error >10° | 144 | 4 | 4 | 140 | 3 |,183cfc9e94935f79e86ebc2b756582895921f2a0f0bd4b92b98a5300318b1283,与 orientation-specific measurement 证据一致。
R008-C0140,8.5 认证可行性前沿,316,| angle error >15° | 144 | 1 | 40 | 142 | 1 |,01255c1fc9dbd0d9b4461638029fd29df86fc8285e43052e6ebfb6d7f882107d,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.5 认证可行性前沿,| angle error >15° | 144 | 1 | 40 | 142 | 1 |,01255c1fc9dbd0d9b4461638029fd29df86fc8285e43052e6ebfb6d7f882107d,与 orientation-specific measurement 证据一致。
R008-C0141,8.5 认证可行性前沿,317,| 合计 | 576 | 20 | 68 | 554 | 12 |,040fde2d61041e9c6c8133621f8e430657448171847fcd25eb19d06c952402da,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.5 认证可行性前沿,| 合计 | 576 | 20 | 68 | 554 | 12 |,040fde2d61041e9c6c8133621f8e430657448171847fcd25eb19d06c952402da,与 orientation-specific measurement 证据一致。
R008-C0142,8.5 认证可行性前沿,319,"主风险的 score menu 结果更具决定性：detection score 没有非平凡认证；TTA circular consistency 只有 1 个 trivial formal point；source-supervised leave-* geometry 没有非平凡认证；唯一 practical point 来自 target-GT nonlinear geometry upper bound。该点位于 DIOR-R / Rotated RTMDet evaluation unit，使用相对预算 $0.5r_{\mathrm{fit}}$，标定 UCB 满足预算，审计 selected-instance coverage 为 70.14%，nonempty scene rate 为 78.10%，保留 19,207 个实例。它只显示目标域真值监督下仍有排序 headroom。",11c9de85812a54760559b346a187a1999afe66db57f0c1baa416577fe63d8c54,certification_audit,"[""DIOR-R""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,8.5 认证可行性前沿,"主风险的 score menu 结果更具决定性：detection score 没有非平凡认证；TTA circular consistency 只有 1 个 trivial formal point；source-supervised leave-* geometry 没有非平凡认证；唯一 practical point 来自 target-GT nonlinear geometry upper bound。该点位于 DIOR-R / Rotated RTMDet evaluation unit，使用相对预算 $0.5r_{\mathrm{fit}}$，标定 UCB 满足预算，审计 selected-instance coverage 为 70.14%，nonempty scene rate 为 78.10%，保留 19,207 个实例。它只显示目标域真值监督下仍有排序 headroom。",11c9de85812a54760559b346a187a1999afe66db57f0c1baa416577fe63d8c54,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0143,8.5 认证可行性前沿,321,因此，现有可部署分数在严格主风险预算下基本不可认证。本文不把 target-GT 上界计为部署成功，不删除 142 个不可行 rows，也不把 trivial guarantee 计为方法成功。原 instance-i.i.d. exact-binomial 结果不再承担正式保证。,1c7e54081e1167eb1f99ac7b0c4ee68ee758ce224a5eb55107d5c79b541b1383,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,8.5 认证可行性前沿,因此，现有可部署分数在严格主风险预算下基本不可认证。本文不把 target-GT 上界计为部署成功，不删除 142 个不可行 rows，也不把 trivial guarantee 计为方法成功。原 instance-i.i.d. exact-binomial 结果不再承担正式保证。,1c7e54081e1167eb1f99ac7b0c4ee68ee758ce224a5eb55107d5c79b541b1383,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0144,9 人工标注不确定性审计,323,## 9 人工标注不确定性审计,7822b86d3b8a54a86964540e97905d11e0f08caf3a57c9351490d9db9cfb12c1,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,9 人工标注不确定性审计,## 9 人工标注不确定性审计,7822b86d3b8a54a86964540e97905d11e0f08caf3a57c9351490d9db9cfb12c1,与 orientation-specific measurement 证据一致。
R008-C0145,9.1 独立双标,325,### 9.1 独立双标,8b821f147d5b39fb217eb58cccc0a0afe8fe7a5bc2cc7fc20ece707d1b7fecb3,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,9.1 独立双标,### 9.1 独立双标,8b821f147d5b39fb217eb58cccc0a0afe8fe7a5bc2cc7fc20ece707d1b7fecb3,与 orientation-specific measurement 证据一致。
R008-C0146,9.1 独立双标,327,两名真实标注者独立、互盲地处理 600 个 canonical targets，DIOR-R、FAIR1M 和 SODA-A 各 200。两人均给出数值角度的 primary 子集为 450 对：DIOR-R 122、FAIR1M 169、SODA-A 159。圆周分歧按源图像 cluster bootstrap 计算。,73269d802e4e3de9d32e5fb0d2dd37731fb23b0cd6746b65854aa276e3bc31ef,measurement_numeric,"[""DIOR-R"", ""FAIR1M"", ""SODA-A""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,9.1 独立双标,两名真实标注者独立、互盲地处理 600 个 canonical targets，DIOR-R、FAIR1M 和 SODA-A 各 200。两人均给出数值角度的 primary 子集为 450 对：DIOR-R 122、FAIR1M 169、SODA-A 159。圆周分歧按源图像 cluster bootstrap 计算。,73269d802e4e3de9d32e5fb0d2dd37731fb23b0cd6746b65854aa276e3bc31ef,与 orientation-specific measurement 证据一致。
R008-C0147,9.1 独立双标,329,**表 7　Inter-annotator circular disagreement**,c882a49d853696642516d7bac865158dcb050a5758f85a4da461cafe22834d17,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,9.1 独立双标,**表 7　Inter-annotator circular disagreement**,c882a49d853696642516d7bac865158dcb050a5758f85a4da461cafe22834d17,与 orientation-specific measurement 证据一致。
R008-C0148,9.1 独立双标,331,| 范围 | 数值对数 | 均值 | 95% CI | 中位数 | p90 | p95 | P(>5°) | P(>10°) |,19574a2aed24660eab5551a9784e40bdff6781340c777a43a3424df2b312a341,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,9.1 独立双标,| 范围 | 数值对数 | 均值 | 95% CI | 中位数 | p90 | p95 | P(>5°) | P(>10°) |,19574a2aed24660eab5551a9784e40bdff6781340c777a43a3424df2b312a341,与 orientation-specific measurement 证据一致。
R008-C0149,9.1 独立双标,333,| 总体 | 450 | 2.3112° | 1.9970°--2.7854° | 1.6359° | 4.4220° | 5.9359° | 8.00% | 0.89% |,45f592ecc9f9931c7b3fe38e37312a7a2770164337433abfb6aacbabd7b99e61,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,9.1 独立双标,| 总体 | 450 | 2.3112° | 1.9970°--2.7854° | 1.6359° | 4.4220° | 5.9359° | 8.00% | 0.89% |,45f592ecc9f9931c7b3fe38e37312a7a2770164337433abfb6aacbabd7b99e61,与 orientation-specific measurement 证据一致。
R008-C0150,9.1 独立双标,334,| `ar>=2.1` | 308 | 2.2823° | — | 1.6130° | — | — | 6.82% | 0.65% |,4d700e7f04c04f80c776f1f147b437c0998c1830177bb4a1b50b297936c354d1,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,9.1 独立双标,| `ar>=2.1` | 308 | 2.2823° | — | 1.6130° | — | — | 6.82% | 0.65% |,4d700e7f04c04f80c776f1f147b437c0998c1830177bb4a1b50b297936c354d1,与 orientation-specific measurement 证据一致。
